MOFname,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,Density,Largest_free_sphere,Largest_included_sphere,Largest_included_sphere_along_free_path,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g,Unitcell_volume
qmof-66735fe,0,0,0,2.15197,1.14601,2.06843,2.06843,0,0,0,0,0,0,0,0,0,585.849
qmof-6694295,0,0,0,1.6069,1.05123,1.82178,1.64134,0,0,0,0,0,0,0,0,0,664.494
qmof-6699615,0,0,0,1.66758,1.05788,2.02685,2.02685,0,0,0,0,0,0,0,0,0,1366.15
qmof-66998fd,987.327,2226.38,3094.09,0.719559,5.5902,7.9654,7.9654,4.86482,10.9699,15.2454,2272.33,0.5124,0.712103,15.5214,0.0035,0.00486409,4434.68
qmof-669b945,0,0,0,2.89996,0.94069,1.92762,1.79811,0,0,0,0,0,0,0,0,0,849.359
qmof-66acad7,458.148,1903.09,2612.04,0.728583,9.43743,9.7941,9.7941,0,0,0,1425.9,0.5923,0.812948,0,0,0,2407.39
qmof-66c3285,1479.91,1875.42,1408.14,1.33184,5.9009,8.62485,8.6238,0,0,0,3639.37,0.4612,0.346288,0,0,0,7891.09
qmof-66c5af5,0,0,0,2.15644,0.75505,1.59909,1.59909,0,0,0,0,0,0,0,0,0,548.499
qmof-66c6b3c,0,0,0,2.08963,0.90217,1.79578,1.77504,0,0,0,0,0,0,0,0,0,1051.92
qmof-66e180a,1473.34,2235.12,4444.37,0.50291,7.22242,14.47502,14.47502,0,0,0,5036.14,0.764,1.51916,0,0,0,6591.8
qmof-66ea27b,121.955,1641.85,1575.06,1.0424,5.14799,5.74298,5.74074,0,0,0,293.922,0.3957,0.379605,0,0,0,742.791
qmof-66f177a,276.977,1203.09,701.131,1.71593,3.19207,6.80203,6.64855,0,0,0,633.337,0.2751,0.160321,0,0,0,2302.21
qmof-66f44d8,2312.86,2395.9,4259.03,0.562547,11.22342,13.77729,13.77729,0,0,0,7329.82,0.7593,1.34975,0,0,0,9653.39
qmof-66ff3d3,862.332,1090.46,3187.21,0.342136,26.91205,27.62133,27.62133,0,0,0,6406.26,0.8101,2.36777,0,0,0,7907.98
qmof-670fdd3,598.702,2437.35,3495.32,0.697316,6.23382,8.6703,7.95954,0,0,0,1547.76,0.6301,0.903607,0,0,0,2456.37
qmof-671d1a2,0,0,0,1.52603,1.77032,3.505,3.49547,16.9448,260.486,170.695,0,0,0,71.3608,0.1097,0.0718858,650.509
qmof-6721074,0,0,0,2.31122,1.23076,5.12112,5.12112,43.203,414.677,179.419,0,0,0,114.395,0.1098,0.0475073,1041.85
qmof-67247ca,208.208,1448.67,1965.93,0.736887,13.94618,14.33117,14.33117,0,0,0,794.361,0.5527,0.750047,0,0,0,1437.24
qmof-6729ffe,0,0,0,2.18842,0.77718,1.56954,1.56954,0,0,0,0,0,0,0,0,0,609.042
qmof-6736052,0,0,0,1.98534,1.32685,2.76948,2.75163,0,0,0,0,0,0,0,0,0,1044.49
qmof-673fc7f,719.86,2989.32,3275.19,0.912716,5.11849,6.66728,6.66728,0,0,0,1537.58,0.6385,0.699561,0,0,0,2408.11
qmof-6743746,105.638,1021.34,868.645,1.17578,8.69758,9.32002,9.31933,0,0,0,323.119,0.3124,0.265696,0,0,0,1034.31
qmof-674fd65,0,0,0,1.76857,0.83042,1.91252,1.64804,0,0,0,0,0,0,0,0,0,900.861
qmof-67509c3,0,0,0,1.99018,1.91405,4.20385,4.17838,88.4067,634.646,318.889,0,0,0,226.364,0.1625,0.081651,1393.01
qmof-67570c0,3246.4,1894.19,5200.63,0.364224,11.20533,12.30275,12.21412,0,0,0,14686.1,0.8569,2.35267,0,0,0,17138.7
qmof-675adb3,0,0,0,2.62709,1.24297,2.13736,2.06783,0,0,0,0,0,0,0,0,0,643.709
qmof-6761fd3,1263.41,1918.09,5618.15,0.341409,11.11079,15.01351,14.44277,0,0,0,5419.63,0.8228,2.41001,0,0,0,6586.81
qmof-67657bd,0,0,0,2.84026,0.83476,1.87869,1.54993,0,0,0,0,0,0,0,0,0,752.753
qmof-67716b0,0,0,0,2.14931,2.51592,3.02058,3.02058,1.42138,22.2149,10.3358,0,0,0,22.4581,0.0351,0.0163308,639.831
qmof-67719b6,0,0,0,1.68075,1.53618,2.66842,2.53846,0,0,0,0,0,0,0,0,0,1377.24
qmof-6777158,0,0,0,1.32999,2.66194,4.69515,4.33818,90.7744,900.07,676.747,0,0,0,223.086,0.2212,0.166316,1008.53
qmof-67792ac,0,0,0,1.83517,0.85123,1.94004,1.94004,0,0,0,0,0,0,0,0,0,891.276
qmof-677bee0,595.425,1839.88,2839.45,0.64797,9.64283,10.0697,10.0697,0,0,0,2081.54,0.6432,0.992639,0,0,0,3236.22
qmof-677efcf,0,0,0,1.64244,1.04458,2.07736,1.75327,0,0,0,0,0,0,0,0,0,676.505
qmof-67845a0,403.896,1767.03,1360.14,1.29916,3.46144,6.64594,6.5222,0,0,0,886.637,0.3879,0.298578,0,0,0,2285.74
qmof-678f27b,0,0,0,1.85307,1.12882,1.86328,1.72513,0,0,0,0,0,0,0,0,0,1228.81
qmof-67a6473,0,0,0,1.60618,2.53565,3.38726,3.38726,33.6126,173.041,107.735,0,0,0,78.087,0.0402,0.0250283,1942.46
qmof-67b33e8,0,0,0,1.57565,0.88432,2.05812,2.05691,0,0,0,0,0,0,0,0,0,1061.27
qmof-67c12e6,0,0,0,2.1708,2.61564,3.03855,3.03375,3.81616,41.2092,18.9834,0,0,0,11.946,0.0129,0.00594252,926.045
qmof-67c55da,0,0,0,1.73176,1.54097,2.07931,2.07849,0,0,0,0,0,0,0,0,0,1159.46
qmof-67d495a,340.895,1715.49,2999.42,0.571939,13.68133,14.05801,14.05801,0,0,0,1381.08,0.695,1.21516,0,0,0,1987.16
qmof-67d5226,73.2588,454.798,284.463,1.59879,3.45219,4.88559,4.88559,0,0,0,182.987,0.1136,0.0710535,0,0,0,1610.8
qmof-67def0f,0,0,0,2.46141,0.91724,3.10901,2.23595,4.86001,29.5436,12.0027,0,0,0,11.8442,0.0072,0.00292516,1645.03
qmof-67efbe9,0,0,0,1.80964,0.89846,1.98877,1.95775,0,0,0,0,0,0,0,0,0,1610.94
qmof-67f153a,189.592,502.095,256.395,1.95829,4.60485,5.16138,5.13847,2.81075,7.44367,3.80112,368.162,0.0975,0.0497885,0,0,0,3776.02
qmof-67f79ac,195.405,1611.83,1626.93,0.990716,6.03373,7.47503,7.35583,0,0,0,502.749,0.4147,0.418586,0,0,0,1212.32
qmof-6800a56,235.918,1246.96,1789.28,0.696904,15.63253,15.88996,15.88996,0,0,0,1062.9,0.5618,0.806137,0,0,0,1891.95
qmof-68010e6,0,0,0,3.26544,1.25311,2.18387,2.18387,0,0,0,0,0,0,0,0,0,764.364
qmof-6801527,1627.15,1945.64,1548.24,1.25667,4.58526,9.46499,9.4593,0,0,0,4084.52,0.4884,0.388645,0,0,0,8363.07
qmof-6801689,2466.76,2173.23,3720.88,0.584063,9.00565,16.27598,16.27538,0,0,0,8735.49,0.7696,1.31767,0,0,0,11350.7
qmof-6804926,653.36,1998.98,2237.6,0.89336,5.67366,6.77697,6.77697,2.27174,6.95047,7.78015,1285.81,0.3934,0.44036,0,0,0,3268.47
qmof-6807fed,265.512,1037.78,828.712,1.25228,3.9556,5.30293,5.24519,0,0,0,586.145,0.2291,0.182947,0,0,0,2558.47
qmof-6810890,0,0,0,3.11796,1.17712,2.15466,2.11638,0,0,0,0,0,0,0,0,0,1456.59
qmof-6813206,0,0,0,2.02286,1.08709,2.06512,2.06512,0,0,0,0,0,0,0,0,0,1150.07
qmof-68146ae,644.049,2247.27,3663.34,0.613447,8.23326,10.57562,10.57562,0,0,0,2003.57,0.6991,1.13963,0,0,0,2865.92
qmof-6815760,0,0,0,2.58843,1.08817,1.68351,1.66094,0,0,0,0,0,0,0,0,0,645.105
qmof-6815e74,0,0,0,2.39179,0.98928,1.66699,1.50147,0,0,0,0,0,0,0,0,0,463.269
qmof-68178b9,1675.82,1589.11,3529.55,0.450232,15.33358,20.5946,20.5906,0,0,0,8678.01,0.8229,1.82773,0,0,0,10545.6
qmof-681c140,1311.06,2543.48,3228.97,0.787705,4.92878,7.49215,7.49215,0,0,0,2804.61,0.5441,0.690741,0,0,0,5154.59
qmof-6822f6b,446.835,2145.42,1540.74,1.39246,7.78928,9.34283,9.02341,0,0,0,1189.66,0.5712,0.410208,0,0,0,2082.74
qmof-683accb,2416.61,2131.57,3647.5,0.584393,8.34083,16.27002,16.27002,0,0,0,8668.42,0.7646,1.30837,0,0,0,11337.2
qmof-6848f68,0,0,0,2.16449,0.92983,1.57437,1.56221,0,0,0,0,0,0,0,0,0,994.391
qmof-6849271,0,0,0,2.27971,0.96292,2.05642,2.05642,0,0,0,0,0,0,0,0,0,570.325
qmof-684f362,1965.24,1982.81,4795.04,0.413513,10.14951,14.09383,14.09383,0,0,0,8234.36,0.8308,2.00913,0,0,0,9911.36
qmof-685167e,2447.77,2154.8,3287.95,0.655362,8.05031,16.29169,16.29169,0,0,0,8524.26,0.7504,1.14502,0,0,0,11359.6
qmof-6851f8d,349.556,1299.29,1865.16,0.696608,18.43859,18.81388,18.81388,0,0,0,1570.91,0.5839,0.838204,0,0,0,2690.37
qmof-6855f2e,0,0,0,2.37104,0.91048,1.90975,1.90975,0,0,0,0,0,0,0,0,0,775.094
qmof-6863435,0,0,0,2.48363,0.99269,2.0873,2.02935,0,0,0,0,0,0,0,0,0,609.054
qmof-6868cb6,0,0,0,1.53178,1.63416,2.08672,2.01303,0,0,0,0,0,0,0,0,0,872.062
qmof-6876edb,2082.47,1590.29,5125.43,0.310274,12.07992,20.06531,20.05763,0,0,0,11083.5,0.8464,2.72791,0,0,0,13094.9
qmof-6882a18,473.047,1970.94,2045.66,0.963474,6.96664,7.84329,7.81925,0,0,0,1104.05,0.46,0.477439,0,0,0,2400.11
qmof-688437b,307.435,1558.73,927.274,1.68098,3.90803,5.36746,5.36746,0,0,0,676.712,0.3431,0.204107,0,0,0,1972.35
qmof-68845f6,0,0,0,2.1741,1.00375,1.75526,1.66243,0,0,0,0,0,0,0,0,0,704.311
qmof-6884d48,0,0,0,1.66853,1.10524,1.83941,1.83445,0,0,0,0,0,0,0,0,0,1039.67
qmof-688a1df,0,0,0,1.64236,1.16521,2.4422,2.4422,0,0,0,0,0,0,0,0,0,839.041
qmof-688ca67,207.463,1488.23,1255.84,1.18505,3.84651,4.46255,4.4435,0,0,0,492.788,0.3535,0.298301,0,0,0,1394.03
qmof-6890c21,0,0,0,1.41555,2.18704,3.06231,3.06231,7.57757,50.133,35.416,0,0,0,11.3362,0.0075,0.0052983,1511.49
qmof-68a1f3b,0,0,0,1.74508,1.00644,2.00828,1.99588,0,0,0,0,0,0,0,0,0,582.338
qmof-68a8246,0,0,0,1.56396,0.93667,2.55298,2.49948,0,0,0,0,0,0,0,0,0,707.567
qmof-68b670c,122.501,1422.14,1166.53,1.21913,4.86993,5.95852,5.95852,0,0,0,285.032,0.3309,0.271424,0,0,0,861.385
qmof-68ba5d7,1131.4,2157.81,4999.87,0.431574,9.02702,11.24342,11.24342,0,0,0,4047.8,0.772,1.7888,0,0,0,5243.26
qmof-68c64b9,136.313,1505.81,1044.06,1.44227,3.86242,5.21858,5.15425,0,0,0,317.741,0.351,0.243367,0,0,0,905.246
qmof-68d0826,627.595,2038.79,2060.7,0.989368,8.98257,9.53438,9.53438,0,0,0,1790.32,0.5816,0.58785,0,0,0,3078.27
qmof-68d5d34,290.525,1380.52,2009.63,0.686955,17.43809,17.73854,17.73854,0,0,0,1313.81,0.6243,0.908793,0,0,0,2104.45
qmof-68d5ddc,0,0,0,1.82824,2.3383,3.07394,3.00735,2.39745,14.1679,7.74944,0,0,0,25.7211,0.0152,0.008314,1692.18
qmof-68d7c2d,2173.9,1522.04,3360.25,0.452954,15.81352,16.66128,16.65149,0,0,0,12219,0.8555,1.88871,0,0,0,14282.8
qmof-68d8b85,0,0,0,1.62837,0.92134,1.81988,1.45359,0,0,0,0,0,0,0,0,0,742.195
qmof-68e5457,0,0,0,2.21186,0.58402,1.34002,1.18094,0,0,0,0,0,0,0,0,0,643.684
qmof-68ec4be,0,0,0,2.11634,1.36334,1.86645,1.85562,0,0,0,0,0,0,0,0,0,929.177
qmof-68edf8e,637.233,2029.57,2905.19,0.6986,8.88104,9.83367,9.83367,0,0,0,1808.49,0.576,0.824506,0,0,0,3139.74
qmof-68f3526,132.382,1553.68,1266.89,1.22637,4.9221,6.62663,6.62663,0,0,0,302.82,0.3554,0.289799,0,0,0,852.055
qmof-68f408d,108.603,1045.15,703.867,1.48487,5.48973,6.4533,6.4533,0,0,0,274.948,0.2646,0.178197,0,0,0,1039.11
qmof-68f559f,398.361,748.156,553.529,1.35161,3.49484,5.67377,5.53763,0,0,0,710.83,0.1335,0.098771,0,0,0,5324.57
qmof-68f63a9,0,0,0,2.8122,0.81986,1.70429,1.57324,0,0,0,0,0,0,0,0,0,834.529
qmof-68fdeb2,701.572,1160.64,3123.14,0.371626,25.19554,25.85477,25.85477,0,0,0,4810.99,0.7959,2.14167,0,0,0,6044.71
qmof-6903e0b,0,0,0,1.58575,1.35626,2.46463,2.46351,0,0,0,0,0,0,0,0,0,1305.96
qmof-6915213,267.533,1605.06,1317.33,1.21842,3.75841,4.66491,4.61974,0,0,0,538.381,0.323,0.265097,0,0,0,1666.81
qmof-6923e32,0,0,0,1.91506,0.87838,1.49659,1.49659,0,0,0,0,0,0,0,0,0,307.094
qmof-69314a9,0,0,0,1.91083,0.79721,2.46684,2.44614,0,0,0,0,0,0,0,0,0,955.72
qmof-693b656,1466.21,2226.55,4578.65,0.486289,7.80944,14.47376,14.44669,0,0,0,5050.14,0.7669,1.57704,0,0,0,6585.13
qmof-6941c22,0,0,0,1.53541,1.46846,2.7727,2.72128,0,0,0,0,0,0,0,0,0,1326.83
qmof-694a583,0,0,0,2.71271,1.08705,2.64609,2.64144,0,0,0,0,0,0,0,0,0,926.261
qmof-694ec8a,0,0,0,1.69972,0.91554,2.10817,2.09894,0,0,0,0,0,0,0,0,0,646.834
qmof-69514c4,485.805,1355.03,2844.56,0.476359,19.83018,20.75753,20.75753,0,0,0,2686.38,0.7493,1.57297,0,0,0,3585.19
qmof-69552f5,0,0,0,1.27109,2.44791,3.93841,3.93841,38.904,386.008,303.684,0,0,0,133.238,0.1322,0.104006,1007.85
qmof-6956373,0,0,0,2.40923,0.87329,2.0558,2.05192,0,0,0,0,0,0,0,0,0,672.693
qmof-695c22f,0,0,0,1.50512,2.18285,3.82148,3.74217,41.7271,215.516,143.188,0,0,0,84.2224,0.0435,0.0289013,1936.15
qmof-6968d61,548.869,2166.55,1978.12,1.09526,3.87705,6.06281,6.04789,0,0,0,1118.49,0.4415,0.403101,0,0,0,2533.38
qmof-6971f07,0,0,0,2.51678,1.01731,2.67496,2.67107,0,0,0,0,0,0,0,0,0,558.925
qmof-697208e,743.98,2431.07,4274.2,0.568777,11.14036,13.25399,13.25399,0,0,0,2149.56,0.7024,1.23493,0,0,0,3060.3
qmof-6973720,0,0,0,3.21474,1.17785,2.01807,1.99725,0,0,0,0,0,0,0,0,0,699.798
qmof-6977d9d,0,0,0,1.73725,0.91786,2.02275,1.90012,0,0,0,0,0,0,0,0,0,449.55
qmof-697aabc,467.119,2309.63,3257.79,0.708955,7.66917,9.4,9.4,0,0,0,1239.99,0.6131,0.864794,0,0,0,2022.49
qmof-697b32a,451.58,2117.07,2554.32,0.828818,6.12568,6.76655,6.76655,0,0,0,1142.46,0.5356,0.646222,0,0,0,2133.05
qmof-698c70f,1724.71,1752.7,4967.7,0.35282,14.56725,18.44505,18.44505,0,0,0,8089.72,0.8221,2.33008,0,0,0,9840.31
qmof-69a8a24,0,0,0,2.85227,0.80359,2.35995,2.35755,0,0,0,0,0,0,0,0,0,579.061
qmof-69add22,127.727,368.937,141.382,2.6095,3.68156,4.26468,4.25834,5.77805,16.6897,6.39576,255.152,0.0737,0.028243,0,0,0,3462.04
qmof-69ba10c,0,0,0,3.14879,1.1595,2.36972,2.30002,0,0,0,0,0,0,0,0,0,1034.29
qmof-69ba23e,1077.6,2208.48,2397.56,0.921135,6.12536,10.11349,10.11349,0,0,0,2677.79,0.5488,0.595786,0,0,0,4879.36
qmof-69c9d0b,767.355,1855.69,5323.8,0.348564,10.67397,15.37652,15.37652,0,0,0,3502.89,0.8471,2.43026,0,0,0,4135.15
qmof-69df9e5,0,0,0,1.32897,1.14471,2.19989,2.19989,0,0,0,0,0,0,0,0,0,2084.45
qmof-69e96ed,701.103,2331.82,4455.78,0.523325,8.13067,9.92819,9.89118,0,0,0,2150.68,0.7153,1.36684,0,0,0,3006.68
qmof-69ee5ab,0,0,0,2.08473,0.78266,1.52872,1.50611,0,0,0,0,0,0,0,0,0,830.59
qmof-69fd34d,229.309,2059.53,2455.54,0.838728,6.45972,7.06071,7.06071,0,0,0,605.915,0.5442,0.64884,0,0,0,1113.41
qmof-6a02a00,753.138,2348.68,2144.8,1.09506,4.8338,8.81878,8.81878,0,0,0,1756.27,0.5477,0.500154,0,0,0,3206.64
qmof-6a1242b,0,0,0,1.71457,1.03514,1.73774,1.73774,0,0,0,0,0,0,0,0,0,774.175
qmof-6a1476a,0,0,0,1.59753,2.33429,2.54656,2.54656,0,0,0,0,0,0,0,0,0,1789.08
qmof-6a180ff,0,0,0,1.86991,1.02965,1.95724,1.95254,0,0,0,0,0,0,0,0,0,1102.46
qmof-6a29cfc,330.692,1520.11,1344.84,1.13032,6.76403,7.36625,7.36625,0,0,0,800.348,0.3679,0.325482,0,0,0,2175.45
qmof-6a32398,0,0,0,1.61108,0.90151,2.35157,2.35157,0,0,0,0,0,0,0,0,0,708.416
qmof-6a44e73,0,0,0,1.49685,0.73302,1.74576,1.67016,0,0,0,0,0,0,0,0,0,1111.71
qmof-6a4b14c,0,0,0,3.04358,1.1311,1.89337,1.87357,0,0,0,0,0,0,0,0,0,748.008
qmof-6a4cff2,912.892,1936.78,3539.15,0.547243,9.27401,13.79067,13.79067,0,0,0,3487.02,0.7398,1.35187,0,0,0,4713.46
qmof-6a57bbc,0,0,0,1.57129,2.44162,4.027,4.0109,91.4367,530.624,337.699,0,0,0,243.315,0.1412,0.0898624,1723.19
qmof-6a58cd1,1161.81,2256.75,3517.53,0.641573,9.25008,13.84495,13.77033,0,0,0,3731.9,0.7249,1.12988,0,0,0,5148.16
qmof-6a5b52b,1083.99,2129.04,4201.29,0.506759,8.56447,13.65839,13.63177,0,0,0,3778.87,0.7422,1.4646,0,0,0,5091.44
qmof-6a62f82,1684.93,1282.44,5274.41,0.243144,16.40424,17.20395,17.20161,0,0,0,11755,0.8947,3.67971,0,0,0,13138.4
qmof-6a667dc,862.888,2178.95,2593.71,0.840089,4.99637,7.01135,6.98061,0,0,0,1905.61,0.4812,0.572797,0,0,0,3960.11
qmof-6a836fd,406.619,704.881,492.32,1.43175,3.29937,4.25209,4.25209,0,0,0,741.268,0.1285,0.08975,0,0,0,5768.62
qmof-6a9204c,0,0,0,1.75937,1.04764,1.83242,1.79911,0,0,0,0,0,0,0,0,0,898.862
qmof-6a97433,624.854,2049.06,1830.14,1.11962,8.13286,8.86037,8.86037,0,0,0,1474.72,0.4836,0.431934,0,0,0,3049.47
qmof-6aa3015,0,0,0,2.84775,0.88717,1.97031,1.43599,0,0,0,0,0,0,0,0,0,408.77
qmof-6aa7f5f,348.551,1229.36,650.446,1.89003,3.49864,5.02849,4.94488,0,0,0,608.721,0.2147,0.113596,0,0,0,2835.22
qmof-6aa9d97,25.465,587.48,412.022,1.42585,3.08571,3.54815,3.54815,0,0,0,70.5676,0.1628,0.114178,0,0,0,433.462
qmof-6ab2c9d,0,0,0,1.64872,0.95778,2.17124,2.16391,0,0,0,0,0,0,0,0,0,742.272
qmof-6ab301c,0,0,0,2.33827,1.14252,1.89577,1.88794,0,0,0,0,0,0,0,0,0,869.271
qmof-6abd578,0,0,0,1.36189,2.71602,4.13553,3.54272,87.9443,584.638,429.283,0,0,0,225.187,0.1497,0.10992,1504.25
qmof-6ac85da,0,0,0,1.87206,0.81902,2.37269,2.34713,0,0,0,0,0,0,0,0,0,1094.42
qmof-6ad0afb,1686.34,2176.53,3604.7,0.603802,5.18592,16.04511,16.04511,0,0,0,5413.44,0.6987,1.15717,0,0,0,7747.88
qmof-6ae3b12,0,0,0,2.1164,1.71483,2.71443,2.60373,0,0,0,0,0,0,0,0,0,602.399
qmof-6af5d3b,56.7473,524.911,204.459,2.56731,3.06962,3.94752,3.94752,0,0,0,130.379,0.1206,0.0469753,0,0,0,1081.08
qmof-6af941a,133.3,1219.39,992.909,1.2281,3.80963,5.13756,5.13756,0,0,0,302.699,0.2769,0.22547,0,0,0,1093.17
qmof-6afa476,320.208,1197.22,1835.4,0.652294,20.53281,20.86227,20.86227,0,0,0,1701.04,0.636,0.97502,0,0,0,2674.59
qmof-6afdb56,0,0,0,2.31,0.9532,1.79056,1.77758,0,0,0,0,0,0,0,0,0,515.474
qmof-6b0284c,471.328,2738.37,4161.43,0.658034,5.68119,8.26438,8.26257,0,0,0,1203.64,0.6993,1.06271,0,0,0,1721.2
qmof-6b03e0d,0,0,0,1.92428,1.17057,2.07668,2.07668,0,0,0,0,0,0,0,0,0,1241.33
qmof-6b0ce52,1214.99,1906.3,1545.24,1.23366,6.06291,6.41783,6.35804,0,0,0,2894.86,0.4542,0.368174,0,0,0,6373.53
qmof-6b20b7a,926.034,2103.41,2328,0.903528,5.94958,9.05332,9.05332,0.934787,2.12329,2.35,2104.85,0.4781,0.529148,10.1258,0.0023,0.00254558,4402.54
qmof-6b21d44,0,0,0,1.61794,1.18665,2.97553,2.96658,1.95781,21.7801,13.4617,0,0,0,0,0,0,898.899
qmof-6b29f4f,0,0,0,1.92528,1.01632,2.20495,2.20495,0,0,0,0,0,0,0,0,0,1186.88
qmof-6b3eab2,0,0,0,1.44984,1.27055,2.49869,2.49869,0,0,0,0,0,0,0,0,0,1507.58
qmof-6b426b2,0,0,0,1.91787,1.23037,2.34947,2.34947,0,0,0,0,0,0,0,0,0,997.307
qmof-6b43a42,1214.25,2325.52,3127.29,0.74362,8.89364,10.01454,10.00667,0,0,0,3390.26,0.6493,0.873162,0,0,0,5221.4
qmof-6b45ff6,0,0,0,1.73132,1.20472,1.80247,1.59544,0,0,0,0,0,0,0,0,0,697.967
qmof-6b4d50c,1005.24,1564.89,4587.06,0.341152,11.88403,17.55123,17.55123,0,0,0,5237.25,0.8153,2.38984,0,0,0,6423.71
qmof-6b743f6,0,0,0,2.62979,0.91489,1.5094,1.39028,0,0,0,0,0,0,0,0,0,641.41
qmof-6b810b0,809.497,1876.75,4305.34,0.435911,11.10541,13.94397,13.94397,0,0,0,3457.54,0.8016,1.83891,0,0,0,4313.3
qmof-6b8226a,357.163,2166.03,2304.05,0.940094,3.79251,5.47887,5.46819,0,0,0,677.381,0.4108,0.436978,0,0,0,1648.93
qmof-6b8f04a,0,0,0,1.7578,0.82882,1.15903,1.15442,0,0,0,0,0,0,0,0,0,207.928
qmof-6b9247b,0,0,0,2.38789,1.16417,2.32795,2.29153,0,0,0,0,0,0,0,0,0,1446.77
qmof-6b9c221,0,0,0,2.21832,1.11407,2.00465,1.79245,0,0,0,0,0,0,0,0,0,1052.48
qmof-6ba8301,958.021,2009.27,3679.93,0.546008,9.84598,11.44872,11.44872,0,0,0,3304.7,0.6931,1.26939,0,0,0,4768
qmof-6bab288,230.423,1932.43,1886.04,1.0246,6.09671,7.26446,7.15502,0,0,0,586.422,0.4918,0.479993,0,0,0,1192.4
qmof-6bb8058,38.7794,292.303,180.97,1.6152,2.85248,3.60028,3.58661,0,0,0,131.872,0.0994,0.0615404,0,0,0,1326.68
qmof-6bc1251,0,0,0,2.54834,2.1362,2.78725,2.78053,0,0,0,0,0,0,0,0,0,805.307
qmof-6bca146,922.942,2365.97,3733.99,0.633631,8.87905,10.95237,10.95237,0,0,0,2860.53,0.7333,1.1573,0,0,0,3900.9
qmof-6bcc359,138.219,934.822,697.42,1.3404,3.20262,4.67342,4.49727,0.457553,3.09458,2.3087,295.565,0.1999,0.149135,0,0,0,1478.56
qmof-6bcd96c,554.659,2026.5,4539.32,0.446432,9.20612,13.07281,13.07281,0,0,0,2266.26,0.828,1.8547,0,0,0,2737.03
qmof-6bd302b,0,0,0,3.46991,1.53278,2.74004,2.38459,0,0,0,0,0,0,0,0,0,1447.53
qmof-6be3a15,0,0,0,1.51222,1.33811,2.22622,1.89064,0,0,0,0,0,0,0,0,0,664.788
qmof-6beb689,845.162,2577.43,3119.48,0.826239,6.58713,9.01844,9.01844,0,0,0,2225.18,0.6786,0.821312,0,0,0,3279.08
qmof-6bed31f,0,0,0,1.80311,2.43218,3.39652,3.38166,13.9449,109.115,60.5149,0,0,0,59.9382,0.0469,0.0260106,1278
qmof-6bee764,141.122,1748.6,1454.44,1.20225,5.68004,6.57627,6.55978,0,0,0,338.722,0.4197,0.349095,0,0,0,807.057
qmof-6c05d60,0,0,0,1.0784,1.32305,2.24389,1.73199,0,0,0,0,0,0,0,0,0,743.201
qmof-6c0cc55,0,0,0,1.70135,1.03059,2.07987,2.05917,0,0,0,0,0,0,0,0,0,581.594
qmof-6c18b0c,264.342,1804.93,1447.24,1.24716,6.75929,7.04788,7.04788,0,0,0,653.922,0.4465,0.358014,0,0,0,1464.55
qmof-6c2188f,0,0,0,1.35262,2.74597,4.23476,4.23476,45.9494,467.976,345.978,0,0,0,128.626,0.131,0.0968493,981.876
qmof-6c3e399,0,0,0,1.08436,1.76272,4.29501,4.29501,95.0387,817.911,754.281,0,0,0,221.704,0.1908,0.175957,1161.97
qmof-6c4ca0b,0,0,0,2.5297,0.87722,1.92731,1.74522,0,0,0,0,0,0,0,0,0,1046.11
qmof-6c4ef07,0,0,0,2.78018,0.86656,1.51991,1.43678,0,0,0,0,0,0,0,0,0,513.252
qmof-6c57850,0,0,0,1.90486,1.58337,4.09153,4.09153,43.413,554.67,291.187,0,0,0,127.342,0.1627,0.0854131,782.681
qmof-6c81e33,1105.12,1981.82,5906.36,0.33554,10.29278,14.75004,14.68714,0,0,0,4543,0.8147,2.42803,0,0,0,5576.28
qmof-6c82b41,0,0,0,1.74387,2.33023,3.37532,3.29488,23.4374,319.701,183.329,0,0,0,118.689,0.1619,0.0928396,733.104
qmof-6c85054,1062.85,2106.58,3554.89,0.592588,7.80317,14.61095,13.9755,0,0,0,3555.46,0.7047,1.18919,0,0,0,5045.35
qmof-6c8936d,588.062,2432.82,2665.28,0.912781,5.38626,6.32032,6.32032,0,0,0,1197.48,0.4954,0.542737,0,0,0,2417.2
qmof-6c8f362,455.281,2201.87,4060.89,0.542212,9.84774,11.66193,11.66193,0,0,0,1510.05,0.7303,1.34689,0,0,0,2067.71
qmof-6c9e6ff,0,0,0,1.91937,1.02193,2.39894,2.02903,0,0,0,0,0,0,0,0,0,781.435
qmof-6ca03ae,214.073,1400.22,1664.21,0.841372,12.49416,12.9717,12.9717,0,0,0,804.482,0.5262,0.625407,0,0,0,1528.85
qmof-6cac3d1,759.558,2703.29,3157.42,0.85617,6.71311,7.48914,7.48914,0.886014,3.15335,3.68309,1454.33,0.5176,0.604553,0,0,0,2809.76
qmof-6cb27a7,0,0,0,2.1463,1.33551,2.42584,2.42584,0,0,0,0,0,0,0,0,0,1876.04
qmof-6cb393a,468.29,2334.48,2677.5,0.871888,8.04637,8.5896,8.5786,0,0,0,1138.59,0.5676,0.651001,0,0,0,2005.97
qmof-6cb4b06,352.473,1108.16,695.889,1.59244,5.2268,5.882,5.882,0,0,0,723.928,0.2276,0.142926,0,0,0,3180.7
