f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,MOFname,0
187.273,399.5076,676.5856,773.7588,1425,2940,3982,3912,29,60,100,120,160,400,582,604,12.4752,30.4668,46.2616,52.9968,3.5344,24.3648,28.764,60.0848,729,810,972,1566,1,4,6,12,16,40,72,96,1.5876,3.7296,5.8212,9.4752,0,-5.44,-4.02,-9.4,0,78,126,266,0,0,0,0,0,6,6,24,0,2.08,2.94,7.6,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,10.5376,12.138,25.4876,15.992,56.5,66,108.5,72.5,1,1.5,3,2,2.5,7.5,10,8,0.5477,0.85855,1.395,0.9896,41.425,113.565,146.532614,118.376307,0,0.935,1.53,1.555,0,2,7.5,5.5,0,0,0,0,0,-2,-1,-2.5,0,-0.04,0.35,0.14,0,-6.9,-2.05711,-6.503555,10.5376,16.014,35.5196,12.116,56.5,87,119,51.5,1,2,4.5,1.5,5,16.5,17,4.5,0.5477,1.1473,1.81125,0.70085,41.425,155.375,196.561535,76.566307,0,1.18,2.79,1.31,0,2.5,16.5,5,0,0,0,0,0,-1.5,4.5,-1,0,-0.05,0.92,0.15,0,-8.85,2.282225,-4.553555,qmof-002580c,
208.5382,374.376,1499.629,1526.6,3808,10776,13624,9632,26,68,166,208,280,1004,1458,1172,16.7066,59.2692,99.799,97.656,0.9025,28.234,16.8625,24.852,1444,2470,2470,2166,1,9,8,9,81,216,216,216,3.4225,11.4885,11.174,11.7845,0,-21.17,-10.15,-17.61,0,277,239,285,0,0,0,0,0,57,48,57,0,10.44,8.76,10.28,143.7001,283.268,448.1416,494.426,682,1346,2038,1988,19,40,62,72,102,252,362,364,9.1403,20.8676,31.1318,33.1084,11.8336,2.924,6.868533333,5.848,64,16,37.33333333,32,1,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,2,0.5329,0.187366667,0.365,0.374733333,28.09,19.96333333,29.32666667,39.92666667,0,0.296666667,0.296666667,0.593333333,0,0.666666667,0.666666667,1.333333333,0,0,0,0,0,-0.666666667,-0.666666667,-1.333333333,0,-0.013333333,-0.013333333,-0.026666667,0,-2,-2,-4,3.080533333,6.282666667,10.47786667,8.512,16.33333333,29.16666667,46.66666667,31.5,0.333333333,0.833333333,1.333333333,1.166666667,2.166666667,5.5,7.833333333,6.166666667,0.1875,0.43125,0.665,0.52375,18.25333333,61.30543567,85.117538,72.42297367,0,0.466666667,0.606666667,0.746666667,0,1.666666667,2.666666667,3.666666667,0,0,0,0,0,0,0.166666667,0.333333333,0,0.05,0.113333333,0.176666667,0,-2.117851667,-1.635703333,-1.153555,qmof-002f097,
111.8137,186.4944,405.5448,629.952,3366,6624,7966,5280,15,28,54,80,82,216,262,176,11.1438,23.9808,43.567,52.1136,2.8561,31.2312,34.476,65.8762,2304,2976,2304,2784,1,6,8,16,36,84,144,192,2.1904,7.3704,9.1168,13.4384,0,-8.34,-6.88,-11.94,0,226,336,710,0,0,0,0,0,22,24,64,0,3.9,5.68,14.6,155.9712,352.869,548.0582,582.0304,844,1728,2334,2064,25,54,84,94,138,342,492,480,11.0748,27.027,39.5212,38.7446,9.2416,15.504,29.6248,17.784,49,84,101.5,52.5,1,2,4,2.5,4,12,16,9,0.5625,1.155,1.7025,0.99375,54.76,167.24,219.515228,133.648921,0,0.98,2.415,1.75,0,2,13.5,10,0,0,0,0,0,-2,0,0.5,0,-0.04,0.73,0.55,0,-7.8,-0.06422,0.439335,7.949,18.207,35.1918,25.5727,152.5,159,206.5,209,1,2.5,5,3.5,6.5,19.5,27.5,21,0.80145,1.65165,2.5878,2.0127,215.56,344.65,492.820548,370.142614,0,0.765,1.985,1.345,0,11.5,32.5,12,0,0,0,0,0,-1,2.5,1.5,0,0.22,1.25,0.485,0,2.25,20.03578,3.04289,qmof-00324c8,
68.4644,111.616,182.1156,190.944,7220,8016,5612,1968,9,16,24,24,40,88,80,40,7.6769,14.9904,20.5752,16.8168,4,24.8,20.4,38,6400,3840,1920,2240,1,4,4,8,16,32,48,64,2.2201,5.1852,4.5892,6.7944,0,-4.4,-2.2,-3,0,272,296,612,0,0,0,0,0,8,4,16,0,2.48,2.88,7.36,283.9698,612.051,1078.2984,1339.827,1146,2568,3852,4074,42,90,156,198,246,632,928,914,17.185,42.7658,66.9708,74.5918,9.2416,15.504,28.88,22.192,49,84,98,91,1,2,4,3,4,12,16,14,0.5625,1.155,1.71,1.4325,54.76,167.24,233.945228,200.592614,0,0.98,2.66,1.82,0,2,14,8,0,0,0,0,0,-2,0,-1,0,-0.04,0.72,0.34,0,-7.8,-2.01422,-4.90711,11.8336,14.62,38.44773333,55.32666667,64,80,165.3333333,234.6666667,1,1.666666667,4.333333333,6,3,11,20.33333333,23.33333333,0.5329,0.936833333,2.026966667,2.739933333,28.09,99.81666667,190.320244,234.335366,0,1.483333333,3.73,4.556666667,0,3.333333333,14,18.66666667,0,0,0,0,0,-3,-3,-2.333333333,0,-0.066666667,0.386666667,0.626666667,0,-10,-12.94281333,-12.41422,qmof-0032860,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qmof-0036445,0
368.3784,621.4016,2085.136,3031.328,3372,10752,18888,24576,44,104,232,392,368,1232,2064,2512,30.4428,91.98,171.996,246.0392,1,24.08,20.13,50.59,400,1120,1480,2360,1,7,9,16,49,133,217,294,2.9241,8.7381,13.6287,20.3148,0,-17.08,-11.13,-34.59,0,84,106,202,0,0,0,0,0,30,32,70,0,6.86,7.42,15.48,156.5159,280.7758,422.2896,507.3442,800,1432,2112,2350,18,36,54,66,90,216,294,306,9.2794,19.5028,28.5766,33.021,11.8336,4.8074,9.9201,11.1757,64,26,54,61,1,0.5,1,1.25,0.5,1.5,2.25,3.75,0.5329,0.2774,0.55115,0.7008,28.09,24.7775,47.965,72.27875,0,0.3225,0.55625,1.05125,0,0.75,1.25,2.375,0,0,0,0,0,-1,-1.25,-2.5,0,-0.015,-0.025,-0.0475,0,-2.025,-3.75,-7.0125,5.3984,8.70216,9.28248,11.41616,29,46.8,50.4,53.3,0.5,0.9,1,1.4,2.1,3.9,4.8,6.6,0.27237,0.50021,0.5595,0.70626,19.379,46.245,59.842,83.3097842,0,0.107,0.463,0.942,0,0.2,1,3.3,0,0,0,0,0,0.2,-0.6,-0.4,0,-0.004,-0.02,0.084,0,-0.96,-3.36,-4.082133,qmof-003f026,
170.617,339.258,735.0028,994.7612,2698,5928,7744,10034,20,48,84,126,132,348,528,690,13.5636,35.216,57.0132,81.075,2.7225,27.72,25.245,55.7865,900,1170,1080,2250,1,5,6,12,25,55,90,145,1.7161,4.8077,6.0522,11.3708,0,-8.55,-5.4,-14.01,0,111,144,285,0,0,0,0,0,14,12,31,0,2.88,3.24,7.04,118.4850667,232.7316667,347.0816,369.6028,528.6666667,1034.666667,1392,1266,16.66666667,34,50.66666667,56.66666667,87.33333333,214.6666667,269.3333333,264.6666667,7.553133333,17.03833333,23.03893333,23.19366667,10.9696,11.016,23.7184,21.55013333,59,60,119,92.33333333,1,1.333333333,2.666666667,2.666666667,2,6,9.666666667,9.333333333,0.542766667,0.759733333,1.4,1.2671,36.98,95.67333333,153.3908713,142.9371783,0,0.92,1.363333333,1.753333333,0,2,4.333333333,7.333333333,0,0,0,0,0,-2,-2,-1.666666667,0,-0.04,0.08,0.27,0,-6.6,-6.935703333,-4.889258333,6.161066667,14.08533333,14.79466667,19.74986667,32.66666667,37.33333333,60.66666667,67.66666667,0.666666667,2,2,2.666666667,6,12,16,15,0.375,0.755,0.955,1.135,36.50666667,100.2168187,133.7284093,146.3434853,0,1.446666667,1.213333333,1.61,0,8.666666667,5.333333333,9,0,0,0,0,0,2,0.666666667,3,0,0.493333333,0.226666667,0.486666667,0,1.257186667,-3.271406667,-0.042813333,qmof-004080b,
182.934,336.5104,556.5728,778.339,2712,4756,7340,8116,24,48,76,102,124,308,436,492,15.1416,32.7416,52.638,65.171,2.7225,20.724,31.0695,57.3375,900,870,1320,3090,1,4,7,13,16,44,84,160,1.7161,3.9038,7.0085,13.1393,0,-5.96,-7.28,-13.3,0,91,166,287,0,0,0,0,0,5,7,12,0,2.26,3.82,7,82.7748,173.8292,268.3954,217.53,297,650,856,480,13,26,42,32,68,152,170,128,4.8805,11.5354,15.4274,11.3416,10.1056,13.92204444,25.01795556,21.28,54,75.11111111,123.5555556,37.33333333,1,1.666666667,2.888888889,3.111111111,3,8.111111111,14,8.888888889,0.552633333,0.9507,1.537666667,0.996666667,45.87,118.63,177.4947832,126.1047484,0,0.732222222,1.066666667,2.457777778,0,1.555555556,3.666666667,16.44444444,0,0,0,0,0,-1.555555556,-2.222222222,1.777777778,0,-0.031111111,0.093333333,1.004444444,0,-5.466666667,-4.935703333,5.98104,3.944533333,2.924,6.4672,0,21.33333333,16,24,0,0.333333333,0.333333333,0.666666667,0,0.333333333,1,0.666666667,0,0.177633333,0.187366667,0.267666667,0,9.363333333,19.96333333,17.32589433,0,0,0.296666667,0.413333333,0,0,0.666666667,2.333333333,0,0,0,0,0,0,-0.666666667,0,0,0,-0.013333333,0.12,0,0,-2,0.264296667,0,qmof-004947a,
153.133,308.8068,523.8008,613.8184,2872,5256,8492,6656,20,44,68,80,112,280,388,328,15.1808,34.1412,53.3404,54.32,3.61,24.624,27.702,63.574,841,870,1566,2030,1,4,6,12,16,40,80,120,1.9044,4.0848,7.176,11.4264,0,-5.36,-3.18,-10.66,0,86,120,278,0,0,0,0,0,6,4,18,0,2.56,3.08,8.28,150.4934,317.4950667,527.1144,638.9131333,736,1698.666667,2152,2065.333333,23.33333333,49.33333333,80,100.6666667,129.3333333,324,454.6666667,478,10.0756,24.83053333,36.77813333,40.1522,10.1056,12.8472,30.77573333,36.61573333,54,96,147.3333333,145.3333333,1,1.666666667,3.666666667,4.666666667,3,9.333333333,15.66666667,18,0.552633333,1.027933333,1.882633333,2.172466667,45.87,155.66,228.165076,269.832759,0,1.07,1.836666667,3.076666667,0,-1,6.666666667,13.66666667,0,0,0,0,0,-2.333333333,-2.666666667,-2,0,-0.136666667,0.2,0.56,0,-11.76666667,-7.871406667,-7.078516667,2.771616667,7.214483333,8.746283333,5.846166667,48.16666667,96.33333333,51.83333333,40.66666667,0.333333333,1,1.166666667,0.833333333,3.333333333,7,6,5.666666667,0.276083333,0.696916667,0.60345,0.455783333,108.8483333,139.3979472,122.7672083,112.1108943,0,-0.27,0.083333333,0.441666667,0,5,8.833333333,5.666666667,0,0,0,0,0,1.166666667,1.666666667,0.5,0,0.218333333,0.386666667,0.21,0,8.982148333,11.52977833,3.830963333,qmof-004e466,
130.824275,237.05525,413.4726,649.65035,2963.5,4476,6322.5,3936,17.75,34.5,57,83.5,91.5,233.5,313,295.5,11.196275,24.24485,39.5037,46.22935,2.8561,27.04,34.476,70.8955,2304,1776,2304,3504,1,5,8,16,25,65,120,160,2.1904,5.4908,9.1168,14.4744,0,-7.55,-6.88,-14.91,0,203,336,695,0,0,0,0,0,12,16,48,0,3.69,5.68,13.9,178.4227286,385.8004286,613.3899429,672.5575714,734.5714286,1645.714286,2356.285714,2136,27,57.42857143,90.85714286,105.4285714,148.2857143,367.7142857,529.7142857,534,11.50178571,27.8718,41.24725714,43.05008571,9.8896,13.821,27.9286,15.216,52.75,75,106.75,60.75,1,1.75,3.5,2,3.25,9.75,13,7.5,0.5551,1.006775,1.545,0.9223,48.0925,140.4025,175.808921,117.6744605,0,0.9575,1.85,1.4425,0,2,10.25,6.25,0,0,0,0,0,-2,-0.5,-1,0,-0.04,0.545,0.25,0,-7.35,-0.085665,-3.7553325,9.8896,19.635,39.5566,31.062,52.75,106.5,169.75,102.75,1,2.5,5,4.25,7,21,30.25,21.75,0.5551,1.4399,2.41125,1.771675,48.0925,203.1175,301.238921,230.4183815,0,1.325,2.585,3.07,0,2.75,11.75,16,0,0,0,0,0,-0.5,3.25,3.5,0,-0.055,0.515,0.805,0,-10.275,-5.935665,-2.3409975,qmof-004ecd7,
66.0164,110.016,174.8036,182.784,9092,13776,8492,3696,9,16,24,24,40,88,80,40,8.3159,15.8844,22.1142,18.6648,4,24,20.4,38,6400,6720,1920,2240,1,4,4,8,16,32,48,64,2.2201,5.6322,4.5892,6.7944,0,-4,-2.2,-3,0,236,296,612,0,0,0,0,0,8,4,16,0,2.18,2.88,7.36,459.8728,1064.296,1701.064,2100.896,1858,4540,6688,7208,74,164,264,336,428,1092,1640,1872,31.7754,80.6972,123.636,143.0656,9.2416,15.504,28.88,21.128,49,84,98,56,1,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0,0.98,2.66,2.17,0,2,14,13,0,0,0,0,0,-2,0,1,0,-0.04,0.72,0.74,0,-7.8,-2.01422,1.88578,9.2416,18.848,31.008,44.384,49,87.5,168,182,1,2.5,4,6,6.5,16.5,30,35,0.5625,1.29375,2.31,2.865,54.76,183.916307,334.48,401.185228,0,1.4,1.96,3.64,0,5,4,16,0,0,0,0,0,0,-2,1,0,0.15,-0.08,0.68,0,-6.353555,-15.6,-9.81422,qmof-0054a8a,
69.4662,131.1872,162.3422,144.2368,7110,14812,11228,4676,10,20,24,20,48,108,102,68,9.3726,20.1336,22.9724,17.8848,3.7249,17.2928,13.5679,25.8234,2209,3619,2773,1269,1,3,3,5,9,21,27,42,1.6384,3.8784,3.6096,4.3648,0,-3.17,-1.24,-3.73,0,64,82,208,0,0,0,0,0,2,0,1,0,0.81,1.02,2.99,202.1164,448.035,772.7044,880.961,646,1560,2152,1844,34,70,124,146,194,484,664,700,11.829,30.107,45.3716,47.5042,9.2416,15.504,31.4336,34.504,49,84,140,70,1,2,4,5,4,12,22,16,0.5625,1.155,1.995,1.6875,54.76,167.24,255.352614,217.030456,0,0.98,1.82,3.85,0,2,8,25,0,0,0,0,0,-2,-3,2,0,-0.04,0.34,1.5,0,-7.8,-4.90711,7.67156,9.2416,23.256,52.5616,47.88,49,126,196,84,1,3,7,7,9,30,48,30,0.5625,1.7325,3.1275,2.2425,54.76,250.86,405.677842,283.735684,0,1.47,3.99,5.53,0,3,21,37,0,0,0,0,0,-1,5,11,0,-0.06,1.08,2.26,0,-11.7,-3.02133,13.45734,qmof-0056327,
206.9352,441.0204,863.2532,1167.4832,3636,7640,11848,12404,28,64,116,156,180,492,764,656,20.7576,49.1876,87.2512,106.9716,3.61,29.868,38.076,74.898,841,1334,1653,2001,1,5,8,16,25,65,140,155,1.9044,5.4786,8.901,12.8754,0,-6.22,-4.84,-9.02,0,99,175,395,0,0,0,0,0,12,12,49,0,2.93,4.59,12.75,225.1542,467.1646,796.9618,974.122,1047,2392,2914,2716,35,72,120,152,192,476,652,716,14.171,34.7356,50.6864,55.7176,9.8896,15.4494,38.6542,46.5032,52.75,103.5,168.25,167,1,2,5,5.75,4.5,16,24.75,22,0.5551,1.204075,2.315725,2.445075,48.0925,179.46,309.212728,262.2209903,0,1.17,3.095,2.9,0,0,12.5,17.75,0,0,0,0,0,-2.5,0.25,2.25,0,-0.1175,0.6325,1.02,0,-11.75,-7.91422,3.5304475,9.487766667,16.94016667,28.66333333,23.30806667,117.6666667,232.6666667,167.3333333,110.6666667,1,2.333333333,3.333333333,3,7,15.33333333,14.33333333,16,0.7298,1.651766667,1.742466667,1.3593,227.06,322.962561,251.7244167,254.292805,0,-0.123333333,0.3,2.093333333,0,7.666666667,18,18.33333333,0,0,0,0,0,1.333333333,2,-0.333333333,0,0.326666667,0.766666667,0.78,0,11.39763,22.35955667,9.054816667,qmof-005f564,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qmof-0064f16,0
53.0581,122.7148,170.4772,63.938,2452,1808,2860,265,8,18,26,11,44,105,141,38,5.2719,11.4014,17.1262,4.5805,3.7249,11.7344,19.686,16.984,2209,658,1128,188,1,2,4,4,4,12,24,8,1.6384,1.92,3.9424,1.8944,0,-2.22,-2.48,-1.08,0,80,164,184,0,0,0,0,0,-2,-4,4,0,1.06,2.04,3.64,63.8532,132.906,186.41,162.2372,246,528,584,350,10,20,28,26,48,108,124,88,4.0442,9.2708,11.4908,8.5434,9.2416,15.504,28.88,22.6176,49,84,98,63,1,2,4,3,4,12,16,8,0.5625,1.155,1.71,1.1175,54.76,167.24,233.945228,121.465228,0,0.98,2.66,1.68,0,2,14,12,0,0,0,0,0,-2,0,2,0,-0.04,0.72,0.76,0,-7.8,-2.01422,5.78578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,qmof-006d43a,
170.617,339.258,735.0028,994.7612,2698,5928,7744,10034,20,48,84,126,132,348,528,690,13.5636,35.216,57.0132,81.075,2.7225,27.72,25.245,56.5785,900,1170,1080,2490,1,5,6,12,25,55,90,160,1.7161,4.8077,6.0522,11.7769,0,-8.55,-5.4,-14.49,0,111,144,277,0,0,0,0,0,14,12,28,0,2.88,3.24,6.73,164.0255333,333.246,528.8232,690.5146,1177.333333,1776,2950.666667,3697.333333,21.33333333,46.66666667,73.33333333,94.66666667,128,357.3333333,517.3333333,512.6666667,11.0176,25.17626667,39.30746667,47.68266667,10.9696,11.016,24.2048,29.07013333,59,60,137.6666667,164,1,1.333333333,2.666666667,3.333333333,2,6,9.666666667,13.33333333,0.542766667,0.759733333,1.4775,1.861833333,36.98,95.67333333,165.838769,210.4554357,0,0.92,1.203333333,1.796666667,0,2,1.666666667,3,0,0,0,0,0,-2,-2.333333333,-4.666666667,0,-0.04,-0.023333333,-0.05,0,-6.6,-8.617851667,-12.61785167,11.01226667,12.65911111,19.88303333,39.50885556,164,76.44444444,167.4166667,306.1111111,1,1.555555556,2.333333333,4.583333333,2.666666667,6.333333333,12.58333333,18.55555556,0.731655556,0.801133333,1.510116667,2.676202778,110.3433333,119.8676017,240.0883333,391.4383561,0,1.454444444,1.755833333,3.333888889,0,9.888888889,13.58333333,27.27777778,0,0,0,0,0,-1.222222222,-4.25,-4.527777778,0,0.275555556,0.168333333,0.647777778,0,-1.426172222,-4.375,-1.534492778,qmof-006f9b7,
262.7956,556.4416,986.8128,1743.98,4960,8848,16176,21488,36,80,144,232,224,624,1040,1280,25.3508,58.92,109.1984,155.9336,2.7225,20.064,36.894,56.1165,900,840,1560,3585,1,4,8,14,16,48,96,146,1.7161,3.93,7.9648,13.8991,0,-5.56,-9.16,-10.91,0,92,188,300.5,0,0,0,0,0,4,8,19.5,0,2.24,4.4,7.73,182.63825,396.89515,595.6808,671.2501,790.5,1750,2490,2444,26.5,57.5,88,101.5,146.5,368,531,544,11.80785,28.73595,42.1904,44.13895,9.2416,16.9936,23.2712,16.63386667,49,91,103.8333333,63,1,2,3,2.166666667,4,10,14.33333333,8.666666667,0.5625,1.14,1.49875,0.9675,54.76,138.38,201.0974605,123.0362295,0,0.49,1.465,1.115,0,1,6.166666667,6.166666667,0,0,0,0,0,-1,-1.166666667,0,0,-0.02,0.251666667,0.335,0,-3.9,-4.9753325,-0.593184167,10.19523333,13.10075,15.57388333,26.50743333,54.75,46.5,84.41666667,132.9166667,0.833333333,1.583333333,1.666666667,2.916666667,3.083333333,6.25,8.75,14.5,0.441683333,0.669708333,0.928216667,1.529791667,22.23313333,66.35509558,88.77316667,147.5158943,0,1.716666667,1.369166667,2.569166667,0,7,3.083333333,7.166666667,0,0,0,0,0,-0.166666667,-1.416666667,-2,0,0.235,-0.061666667,0.023333333,0,-4.5353325,-8.635,-13.50070333,qmof-0070c13,
216.734,413.5808,889.2024,1203.9296,2598,6408,8604,8016,26,56,100,144,164,448,588,544,16.8032,40.5104,66.6,84.42,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,174,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,49,0,3.14,3.43,8.05,157.4017333,322.133,498.0736,584.5726667,675.3333333,1408,1984,1994.666667,23.33333333,48.66666667,74.66666667,92,123.3333333,302,421.3333333,452,10.2898,24.09073333,34.78933333,38.5644,10.5376,12.138,24.7428,19.336,56.5,66,105,76,1,1.5,3,2.5,2.5,7.5,10,8,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0,0.935,1.775,1.975,0,2,8,8.5,0,0,0,0,0,-2,-1,-1.5,0,-0.04,0.34,0.33,0,-6.9,-4.00711,-5.05711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,qmof-00717e8,
149.5868,278.9824,448.6944,741.115,2582,4540,7020,7036,20,40,64,94,104,268,384,388,13.802,29.3536,48.3456,59.407,2.7225,20.724,31.0695,61.149,900,870,1320,3360,1,4,7,13,16,44,84,152,1.7161,3.9038,7.0085,13.5585,0,-5.96,-7.28,-15.61,0,91,166,278,0,0,0,0,0,5,7,14,0,2.26,3.82,6.68,101.3097333,198.4109333,280.9826667,273.8292667,455.3333333,873.3333333,1226.666667,974.6666667,13.33333333,26.66666667,38,38,64.66666667,149.3333333,187.3333333,163.3333333,6.001866667,13.19586667,17.89153333,16.303,10.1056,13.92204444,26.74337778,21.84515556,54,75.11111111,143.1111111,66.22222222,1,1.666666667,2.888888889,2.888888889,3,8.111111111,12.88888889,8.222222222,0.552633333,0.9507,1.621666667,1.118066667,45.87,118.63,163.8422222,123.5579804,0,0.732222222,0.514444444,2.086666667,0,1.555555556,1.111111111,12,0,0,0,0,0,-1.555555556,-2,0,0,-0.031111111,-0.022222222,0.648888889,0,-5.466666667,-3.733333333,1.142915556,9.9328,18.56042667,18.85056,17.9328,53,61.46666667,100.8,92.8,1,2.466666667,2,2.133333333,6.866666667,11.8,10.26666667,13.2,0.554606667,1.014446667,1.119,1.173786667,47.648,124.2354853,107.624,139.7910152,0,1.598,0.302666667,0.978666667,0,9,0.666666667,2.666666667,0,0,0,0,0,2.4,0.8,-0.133333333,0,0.486666667,-0.013333333,0.013333333,0,0.197186667,-2.12,-5.934281333,qmof-00744ff,
137.3218,275.9484,518.5368,784.6056,1895,3636,5782,5880,19,40,70,104,110,304,478,424,12.9724,28.4032,48.7022,63.014,3.5344,34.2912,47.94,64.5968,729,1134,1620,2268,1,6,10,14,36,96,168,180,1.5876,5.67,9.702,12.1968,0,-6.96,-6.7,-8.04,0,120,210,294,0,0,0,0,0,20,32,54,0,3.06,4.9,7.96,234.7764,528.207,820.952,997.7364,930,2208,3080,3204,38,82,128,160,210,522,736,796,16.0246,39.7474,58.2144,64.9056,9.2416,10.336,15.21013333,12.7072,49,56,119,49,1,1.333333333,2,1.666666667,2,5.333333333,7.333333333,6.666666667,0.5625,0.77,1.18,0.7575,54.76,111.4933333,190.4442047,96.235076,0,0.653333333,1.076666667,0.886666667,0,1.333333333,-3,4.666666667,0,0,0,0,0,-1.333333333,-0.666666667,0,0,-0.026666667,-0.073333333,0.24,0,-5.2,-10.93570333,-0.671406667,4.4376,4.386,5.2288,0,170.6666667,64,74.66666667,0,0.666666667,0.666666667,0.666666667,0,0.666666667,1.333333333,0.666666667,0,0.6936,0.5236,0.51,0,250.9066667,146.1466667,95.70666667,0,0,0.02,-0.306666667,0,0,6.666666667,6,0,0,0,0,0,0,-0.666666667,0,0,0,0.166666667,0.18,0,0,5.4,8,0,qmof-0074d70,
