f-Z-0-all,f-T-1-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-T-2-all,mc-S-0-all,mc-S-2-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-2-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-Z-3,f-lig-S-0,lc-chi-0-all,lc-chi-1-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-2-all,lc-T-3-all,lc-S-0-all,lc-S-3-all,lc-alpha-1-all,lc-alpha-3-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-1-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-T-0-all,func-T-3-all,func-S-0-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,ASA_A^2,Density,Largest_free_sphere,NASA_A^2,Unitcell_volume,outputs.pbe.bandgap,MOFname
1938.0,768.0,3.3489,34.8432,46.665,70.821,676.0,1144.0,1560.0,1716.0,10.0,180.0,1.5625,9.625,-8.06,-7.2,-9.42,112.0,200.0,350.0,30.0,4.8,10.08,1512.0,9.8826,9.8896,13.821,52.75,75.0,106.25,114.0,3.5,14.75,0.5551,1.837375,140.4025,228.6715298,0.9575,2.3525,3.16,2.0,-2.0,-1.75,-1.25,0.42,0.695,-7.35,-6.2088875,-4.63922,5.9168,32.0,24.0,48.0,60.0,0.5,4.5,0.26645,0.5621,0.96725,14.045,29.945,59.89,95.7215245,0.445,0.89,2.75,1.0,2.0,12.5,-1.0,-2.5,-2.0,-0.02,-0.04,0.5,-3.0,-6.0,-4.810665,0.0,1.42577,1.13036,10.6541,1319.42,0.972573,qmof-602401f
3708.0,388.0,2.7225,25.476,26.0535,37.521,900.0,1650.0,1110.0,1350.0,6.0,85.0,1.7161,6.026,-7.19,-5.89,-7.89,95.0,143.0,225.0,13.0,3.26,5.68,2312.0,11.585,9.2416,15.8764,49.0,85.75,133.0,161.0,3.75,18.5,0.5625,2.263125,160.025,264.073921,0.8575,1.9775,1.8725,1.75,-1.75,-2.0,0.25,0.23,0.545,-6.825,-8.5553325,-0.535665,9.2416,49.0,91.0,133.0,182.0,4.0,20.0,0.5625,1.7175,2.28,54.76,138.38,222.0,276.76,0.49,0.98,0.98,1.0,2.0,2.0,-1.0,-2.0,-2.0,-0.02,-0.04,-0.04,-3.9,-7.8,-7.8,0.0,1.50004,2.39739,43.3384,824.788,1.222751,qmof-a498ebd
2230.0,456.0,2.4025,30.752,31.2635,46.562,625.0,1150.0,1500.0,1750.0,8.0,126.0,1.9321,8.2288,-10.54,-7.77,-14.54,104.0,140.0,180.0,27.0,5.2,6.4,1108.0,6.2662,10.5376,9.287733333,56.5,49.83333333,77.83333333,50.66666667,1.5,3.333333333,0.5477,0.652133333,53.88,67.852561,0.363333333,0.593333333,1.303333333,0.833333333,-1.5,-1.333333333,-2.0,-0.026666667,0.08,-2.35,-4.0,-5.735703333,9.2416,49.0,106.75,61.25,28.0,5.75,7.5,0.5625,0.995625,0.56625,54.76,144.3,130.662614,75.162614,0.29,1.33,1.085,0.5,7.0,6.5,1.25,2.0,2.0,-0.01,0.36,0.37,-2.85,-1.00711,0.94289,0.0,1.96082,0.93201,0.0,428.64,0.61061,qmof-263af46
1400.0,174.0,2.7225,27.72,29.106,36.828,900.0,1170.0,990.0,1440.0,7.0,85.0,1.7161,5.9867,-8.55,-6.09,-9.12,111.0,177.0,192.0,18.0,4.6,4.82,1432.0,7.4016,11.2576,10.82986667,60.66666667,58.66666667,112.8888889,119.3333333,2.444444444,7.777777778,0.539477778,1.481288889,76.85555556,143.3257029,0.746666667,1.393333333,2.111111111,1.666666667,-2.0,-2.666666667,-2.444444444,0.031111111,0.275555556,-5.1,-7.757135556,-6.361875556,10.3936,55.66666667,88.22222222,113.5555556,99.11111111,5.444444444,10.77777778,0.549344444,1.5,1.242322222,42.90666667,140.0139142,173.8289902,130.1706316,0.993333333,1.686666667,1.227777778,3.0,7.333333333,5.444444444,0.222222222,1.111111111,0.666666667,0.051111111,0.297777778,0.224444444,-5.657135556,-4.428542222,-2.90474,0.0,1.965,0.94413,0.0,1120.81,2.148302,qmof-dc71bb1
1661.0,88.0,3.61,23.56,19.38,36.1,841.0,1392.0,696.0,812.0,4.0,48.0,1.9044,4.2504,-4.8,-2.6,-3.8,68.0,92.0,204.0,4.0,2.44,6.48,2280.0,11.0967,9.2416,15.504,49.0,84.0,98.0,56.0,4.0,10.0,0.5625,1.1325,167.24,150.325228,0.98,2.66,2.17,2.0,-2.0,0.0,1.0,0.72,0.74,-7.8,-2.01422,1.88578,6.6564,256.0,192.0,480.0,320.0,4.0,22.0,1.0404,3.366,3.111,376.36,438.44,989.675868,832.535868,0.06,0.82,0.85,20.0,50.0,60.0,-3.0,0.0,-1.0,0.5,1.8,2.05,16.2,45.98578,54.08578,257.821,1.06147,4.16187,0.0,1153.88,0.700869,qmof-6417424
1226.0,112.0,3.6481,24.7536,29.223,59.1718,784.0,840.0,1008.0,1568.0,6.0,72.0,1.4641,5.5902,-5.32,-3.84,-8.06,82.0,132.0,280.0,6.0,2.64,6.96,1626.0,8.9108,10.5376,12.138,56.5,66.0,105.0,114.5,3.0,12.0,0.5477,1.42085,113.565,170.89,0.935,1.775,1.38,2.0,-2.0,-1.0,-3.5,0.34,-0.06,-6.9,-4.00711,-9.9,10.1056,54.0,90.66666667,140.0,104.3333333,4.666666667,16.33333333,0.552633333,1.8975,1.694733333,45.87,140.09,246.675076,208.505228,0.786666667,2.0,2.763333333,1.666666667,7.0,14.33333333,-1.0,-0.666666667,1.666666667,-0.033333333,0.193333333,0.713333333,-5.9,-9.171406667,-2.11422,0.0,1.34516,2.51103,51.2365,1162.99,0.99798,qmof-bbecd43
20492.0,952.0,2.8561,22.9164,22.4939,42.1148,2304.0,1512.0,4272.0,2688.0,6.0,62.0,2.1904,7.2298,-6.8,-3.17,-11.4,160.5,199.0,328.0,8.5,3.995,6.09,2380.0,11.3601,11.1856,10.455,60.25,57.0,117.25,126.75,2.5,8.5,0.5403,1.467725,86.7275,149.2581535,0.9125,1.245,1.345,2.0,-2.0,-2.0,-2.25,0.05,0.045,-6.45,-6.7017775,-7.2267775,11.8336,64.0,48.0,112.0,96.0,1.0,6.0,0.5329,1.095,1.1242,28.09,59.89,87.98,119.78,0.89,0.89,1.78,2.0,2.0,4.0,-2.0,-2.0,-4.0,-0.04,-0.04,-0.08,-6.0,-6.0,-12.0,0.0,2.64606,0.89154,0.0,1255.2,2.437747,qmof-c2378eb
21806.0,3556.0,0.7921,25.72693333,23.82233333,81.74353333,3136.0,3453.333333,13589.33333,10901.33333,12.66666667,522.0,3.8416,26.8912,-20.89666667,-15.49333333,-64.55333333,442.3333333,466.6666667,1522.666667,56.0,11.10666667,39.04,1398.666667,7.072566667,11.3152,10.1184,61.0,55.2,123.2,137.3333333,2.4,6.533333333,0.53882,1.47818,81.36,131.8350152,0.908,1.104,0.922,2.0,-2.0,-2.133333333,-1.133333333,-0.048,0.014666667,-6.36,-7.92,-5.194281333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52939,0.90076,0.0,1191.27,3.158278,qmof-9fe0cdb
1680.0,132.0,3.61,22.23,29.127,30.267,841.0,1073.0,1334.0,957.0,6.0,60.0,1.9044,6.7206,-4.1,-3.93,-4.53,79.0,128.0,141.0,9.0,3.41,4.1,1286.0,6.55165,8.5953,11.06085,100.75,130.0,151.25,167.0,2.25,10.5,0.681975,1.637775,232.515,337.4457905,0.4975,0.47,0.905,3.5,-1.25,-1.25,-0.75,0.21,0.525,-1.875,2.8232225,8.3196675,8.5953,100.75,151.0,175.75,146.0,4.0,9.5,0.681975,1.695825,1.349025,135.16,274.325,286.2981535,295.6357905,0.7425,0.47,0.66,4.0,7.0,14.5,-0.75,0.25,-0.25,0.0325,0.21,0.535,-3.825,2.8232225,10.2696675,0.0,1.7469,1.00052,0.0,665.221,1.94105,qmof-82b4d64
2626.0,272.0,2.7225,27.72,21.0375,43.7415,900.0,1170.0,900.0,1860.0,5.0,70.0,1.7161,5.0435,-8.55,-4.5,-11.66,111.0,120.0,208.0,11.0,2.7,5.02,9360.0,13.10593333,10.9696,8.432,59.0,46.0,88.66666667,92.0,1.666666667,6.666666667,0.542766667,1.134466667,67.8,135.6,0.756666667,0.756666667,1.513333333,1.666666667,-1.666666667,-2.0,-4.666666667,-0.033333333,-0.066666667,-5.3,-5.3,-10.6,2.358533333,936.3333333,106.0,318.0,1378.0,0.333333333,5.666666667,0.653333333,1.078,2.263333333,360.8033333,123.9233333,371.77,905.9246397,0.036666667,0.11,0.3,15.66666667,47.0,80.0,-1.0,-3.0,-3.666666667,0.21,0.63,1.183333333,7.2,21.6,38.26429667,615.695,0.821699,7.50633,0.0,2580.7,1.688535,qmof-235238b
2878.0,248.0,2.8561,33.5296,40.729,55.6686,2304.0,2208.0,1920.0,2880.0,10.0,132.0,2.1904,9.028,-9.7,-7.2,-12.66,242.0,440.0,516.0,38.0,8.7,10.28,6242.0,10.9171,10.5376,12.138,56.5,66.0,112.0,69.0,3.0,7.0,0.5477,0.85085,113.565,101.7,0.935,1.285,1.135,2.0,-2.0,-0.5,-3.0,0.36,-0.05,-6.9,-0.10711,-7.95,9.5136,443.5,134.0,232.1666667,665.8333333,3.75,13.08333333,0.803266667,1.90395,2.203366667,179.0616667,179.1766667,317.2159473,496.1022543,0.6525,1.751666667,2.211666667,10.75,26.66666667,39.16666667,-1.5,-0.666666667,-1.166666667,0.101666667,0.6,0.916666667,-0.691666667,4.459556667,10.089335,0.0,2.24269,1.00265,0.0,607.418,3.483556,qmof-b84e7ef
9674.0,1366.0,1.3689,36.2232,22.8267,56.394,3844.0,4464.0,6510.0,6448.0,8.0,270.0,2.9584,12.1948,-20.43,-10.15,-29.48,486.0,391.0,888.0,42.0,6.67,16.36,1928.0,6.647866667,11.8336,9.146577778,64.0,49.77777778,94.22222222,74.66666667,2.0,5.555555556,0.5329,0.874377778,55.29666667,93.16222222,0.781111111,1.025555556,1.384444444,1.777777778,-2.0,-1.555555556,-4.0,0.137777778,-0.062222222,-5.133333333,-2.580937778,-9.333333333,11.7292,61.33333333,98.88888889,96.88888889,81.0,5.444444444,3.333333333,0.539744444,1.589555556,0.714733333,38.20586667,143.0117778,155.611688,46.92453333,1.041111111,3.388888889,1.43,2.111111111,20.22222222,3.0,-1.111111111,5.777777778,-2.0,-0.042222222,1.151111111,-0.06,-7.253333333,4.893435556,-7.56,205.686,1.6533,2.96294,0.0,2388.93,3.469999,qmof-55fa4d1
2698.0,308.0,2.7225,27.72,25.245,55.209,900.0,1170.0,1080.0,2100.0,6.0,90.0,1.7161,6.0522,-8.55,-5.4,-13.66,111.0,144.0,290.0,12.0,3.24,7.44,2549.333333,9.8424,10.5376,12.138,56.5,66.0,105.0,116.0,3.0,7.5,0.5477,1.2196,113.565,156.517614,0.935,1.775,1.96,2.0,-2.0,-1.0,-1.0,0.34,0.205,-6.9,-4.00711,-9.10711,3.3282,128.0,96.0,192.0,320.0,2.0,9.0,0.5202,1.5708,2.0349,188.18,219.22,438.44,488.047934,0.03,0.06,-0.465,10.0,20.0,28.0,-1.0,-2.0,1.5,0.25,0.5,1.065,8.1,16.2,33.04289,114.616,1.53157,3.87689,0.0,1716.32,1.969529,qmof-535c7b9
7846.0,1976.0,3.61,31.312,56.37933333,67.716,841.0,1102.0,1836.666667,3828.0,10.66666667,145.3333333,1.9044,10.4328,-6.346666667,-9.406666667,-10.30666667,116.6666667,246.0,254.6666667,30.0,7.16,7.033333333,1472.0,8.5591,9.2416,17.4192,49.0,93.0,123.0,97.0,2.714285714,10.85714286,0.5625,1.2225,130.1342857,150.3257143,0.35,0.7,0.56,0.714285714,-0.714285714,-1.428571429,-1.142857143,-0.028571429,-0.022857143,-2.785714286,-5.571428571,-4.457142857,9.2416,49.0,96.25,103.25,54.25,4.0,7.0,0.5625,1.280625,0.718125,54.76,116.735,152.07,97.31,0.1225,0.49,0.49,0.25,1.0,1.0,-0.25,-1.0,-1.0,-0.005,-0.02,-0.02,-0.975,-3.9,-3.9,0.0,2.20942,2.10902,18.3859,948.351,0.658692,qmof-4786fd0
1772.0,76.0,3.61,25.612,8.322,29.298,841.0,1189.0,870.0,1044.0,2.0,32.0,1.9044,2.9256,-5.88,-0.58,-5.92,75.0,28.0,109.0,0.0,0.64,3.17,752.0,5.4289,11.8336,7.5336,64.0,120.0,176.0,72.0,3.0,6.0,0.5329,1.0877,132.5,86.995366,1.25,0.89,2.88,-7.0,-3.0,-3.0,-3.0,-0.04,0.7,-19.7,-6.0,-0.51422,7.01885,137.0,274.0,137.5,144.0,16.0,18.0,0.84305,1.88095,1.62155,339.88,456.972614,381.059285,312.75775,-0.725,2.09,-0.79,22.0,29.0,17.0,7.5,10.5,7.5,1.0,1.64,0.865,35.39289,27.725115,30.49289,0.0,2.34992,0.89373,0.0,315.237,0.248605,qmof-68384d7
9485.0,1040.0,2.069733333,32.24426667,25.1864,72.11893333,2680.333333,3189.333333,6472.0,5634.666667,8.666666667,238.0,2.6532,12.8544,-15.85333333,-7.92,-27.49333333,340.0,325.3333333,656.6666667,36.0,6.52,13.78666667,1972.0,8.9138,11.8336,5.848,64.0,32.0,74.66666667,64.0,1.333333333,4.0,0.5329,0.749466667,39.92666667,79.85333333,0.593333333,0.593333333,1.186666667,1.333333333,-1.333333333,-1.333333333,-2.666666667,-0.026666667,-0.053333333,-4.0,-4.0,-8.0,7.313066667,39.33333333,59.11111111,68.44444444,64.44444444,2.444444444,8.0,0.361844444,0.743333333,0.879644444,24.65333333,53.44444444,76.26666667,105.223384,0.108888889,0.613333333,1.382222222,0.222222222,1.333333333,4.888888889,0.0,-0.888888889,-0.888888889,-0.004444444,-0.026666667,0.124444444,-0.866666667,-4.4,-5.780937778,0.0,2.0079,1.52543,5.36027,1012.67,0.975329,qmof-9513924
9580.0,932.0,1.44,36.084,20.58,30.744,4096.0,4480.0,2048.0,3840.0,7.0,153.0,2.8561,7.7571,-19.27,-8.75,-14.82,506.0,416.0,516.0,46.0,7.24,8.4,4476.0,18.8129,11.50040625,5.34065625,62.25,29.25,53.5,47.75,1.0,4.1875,0.53665,0.61844375,41.66875,76.22427306,0.278125,0.389375,0.9,0.625,-0.625,-0.9375,-1.5,-0.0175,0.0375,-1.875,-2.625,-4.351333125,5.9168,32.0,28.0,56.0,48.0,2.0,6.0,0.26645,0.5475,0.5621,14.045,41.8888415,43.99,59.89,1.065,0.445,0.89,4.5,1.0,2.0,0.0,0.0,-1.0,0.16,-0.02,-0.04,-2.603555,-3.0,-6.0,0.0,1.93424,1.75195,12.9278,993.431,2.507445,qmof-2da2c80
9808.0,944.0,1.21,33.616,25.685,51.447,4225.0,4615.0,7085.0,6825.0,10.0,288.0,2.8224,13.1208,-20.66,-12.35,-29.17,514.0,541.0,935.0,58.0,8.99,15.24,1042.0,5.9013,11.6608,6.2968,63.0,34.4,76.53333333,40.13333333,1.466666667,3.666666667,0.534873333,0.683886667,47.08333333,71.42536487,0.599333333,0.655333333,1.892,1.333333333,-1.333333333,-1.666666667,-1.066666667,-0.001333333,0.386666667,-4.12,-3.927140667,-2.541391333,3.080533333,16.33333333,30.33333333,46.66666667,30.33333333,3.0,7.0,0.1875,0.665,0.4775,18.25333333,66.86420467,85.117538,66.86420467,0.606666667,0.606666667,0.606666667,2.666666667,2.666666667,2.666666667,0.666666667,1.0,0.666666667,0.113333333,0.113333333,0.113333333,-1.635703333,-1.635703333,-1.635703333,0.0,2.37253,1.82476,0.0,616.089,3.264236,qmof-9faa0fb
661.0,192.0,2.5921,33.2304,12.3165,12.3165,169.0,624.0,234.0,234.0,3.0,54.0,1.5876,2.9106,-10.98,-2.82,-2.82,30.0,21.0,21.0,9.0,1.47,1.47,6936.0,29.7927,11.8336,8.772,64.0,48.0,112.0,96.0,2.0,6.0,0.5329,1.1242,59.89,119.78,0.89,0.89,1.78,2.0,-2.0,-2.0,-4.0,-0.04,-0.08,-6.0,-6.0,-12.0,11.8336,64.0,52.0,112.0,100.0,2.5,9.5,0.5329,1.095,1.25925,28.09,71.8338415,87.98,131.7238415,1.51,0.89,2.4,5.5,2.0,7.5,-1.0,-1.5,-3.0,0.14,-0.04,0.1,-5.603555,-6.0,-11.603555,214.066,0.746535,13.0935,0.0,1482.48,2.038517,qmof-4010ec2
3316.0,552.0,2.8561,30.8256,34.476,42.3852,2304.0,2016.0,2304.0,2016.0,8.0,120.0,2.1904,9.1168,-8.1,-6.88,-8.18,246.0,336.0,438.0,28.0,5.68,8.74,168.0,2.8733,9.2416,11.628,49.0,63.0,73.5,49.0,2.5,6.0,0.5625,0.855,125.43,116.972614,0.735,1.33,1.33,1.5,-1.5,-0.5,0.0,0.36,0.36,-5.85,-1.00711,-1.00711,10.5376,56.5,90.0,109.0,56.0,4.0,8.0,0.5477,1.52975,0.8322,41.425,143.51,150.4815245,83.777683,1.38,2.75,2.13,3.0,12.5,9.0,-1.5,1.5,0.0,-0.06,0.5,0.32,-9.9,-4.810665,-5.20711,0.0,1.63756,1.76674,0.0,469.248,3.918942,qmof-7fc2a3c
1457.0,248.0,3.6481,37.8944,42.4975,68.6072,784.0,1288.0,1232.0,1540.0,9.0,138.0,1.4641,7.4173,-8.38,-5.06,-9.18,122.0,208.0,337.0,31.0,4.76,9.08,644.0,4.9724,11.1856,10.455,60.25,57.0,78.5,14.0,2.5,2.5,0.5403,0.283125,86.7275,37.581307,0.9125,1.595,0.5425,2.0,-2.0,0.0,0.25,0.45,0.185,-6.45,0.0911125,0.471445,2.9584,16.0,12.0,18.0,0.0,0.25,0.0,0.133225,0.20075,0.0,7.0225,14.9725,12.99442075,0.0,0.2225,0.31,0.0,0.5,1.75,0.0,-0.5,0.0,0.0,-0.01,0.09,0.0,-1.5,0.1982225,0.0,64.5676,1.40242,3.1353,0.0,764.732,0.831615,qmof-f7bdc4d
8210.0,1200.0,1.2769,38.872,25.6284,37.7307,3481.0,4720.0,5487.0,4602.0,10.0,290.0,3.0976,12.4784,-23.1,-11.38,-20.96,510.0,497.0,571.0,71.0,10.51,11.13,896.0,6.7842,11.8336,3.759428571,64.0,20.57142857,48.0,27.42857143,0.857142857,2.571428571,0.5329,0.472414286,25.66714286,46.14229971,0.381428571,0.381428571,1.444285714,0.857142857,-0.857142857,-1.285714286,-1.285714286,-0.017142857,0.291428571,-2.571428571,-2.571428571,-1.891808571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.313,1.44227,3.86242,0.0,905.246,4.764221,qmof-68c64b9
12084.0,2336.0,1.7689,36.6016,23.1021,101.6785,1600.0,2560.0,7200.0,7120.0,9.0,344.0,2.3716,14.1834,-16.88,-5.4,-45.86,256.0,180.0,742.0,29.0,4.65,18.51,3452.0,19.2534,11.8336,8.772,64.0,48.0,112.0,48.0,2.0,2.0,0.5329,0.5621,59.89,59.89,0.89,0.89,0.89,2.0,-2.0,-1.0,-1.0,-0.04,-0.04,-6.0,-6.0,-6.0,9.2416,49.0,126.0,217.0,154.0,9.0,30.0,0.5625,3.165,2.55,54.76,250.86,451.452614,322.057842,1.47,3.29,3.5,3.0,11.0,20.0,0.0,4.0,8.0,-0.06,0.28,1.1,-11.7,-16.60711,0.87867,633.115,1.09786,4.56468,0.0,2961.91,2.220933,qmof-b41eac4
11800.0,488.0,3.7249,15.826,24.6075,51.4345,2209.0,1833.0,1410.0,2162.0,5.0,48.0,1.6384,4.928,-2.41,-3.1,-5.42,102.0,205.0,471.0,-1.0,2.55,7.21,3368.0,11.8434,7.518133333,11.356,187.0,142.0,227.3333333,467.3333333,3.666666667,13.66666667,0.8811,3.1743,320.1666667,753.6172453,0.203333333,0.73,-0.036666667,13.66666667,-2.333333333,-1.333333333,1.0,1.36,1.31,9.5,34.75718667,37.35718667,10.9696,59.0,78.0,99.33333333,200.6666667,3.0,12.33333333,0.542766667,1.662233333,2.019433333,36.98,107.7266667,171.4271547,226.700488,1.35,4.656666667,4.196666667,3.0,21.66666667,10.66666667,-3.0,-0.666666667,1.666666667,-0.06,0.9,0.67,-9.3,-7.185626667,-12.58562667,0.0,1.96058,1.14832,0.0,1738.94,1.704289,qmof-be8828b
1342.0,112.0,2.7225,21.384,25.245,52.734,900.0,900.0,1080.0,1740.0,6.0,72.0,1.7161,6.0522,-6.36,-5.4,-12.16,90.0,144.0,302.0,6.0,3.24,8.2,1606.0,9.0781,10.5376,12.138,56.5,66.0,108.5,72.5,3.0,7.0,0.5477,0.9896,113.565,118.376307,0.935,1.53,1.555,2.0,-2.0,-1.0,-2.0,0.35,0.14,-6.9,-2.05711,-6.503555,10.5376,56.5,69.5,126.0,93.5,5.0,13.5,0.5477,1.545,1.27835,41.425,130.241307,171.666307,160.186307,1.355,1.355,1.8,5.0,5.0,6.0,0.0,0.5,-1.0,0.15,0.15,0.13,-5.453555,-5.453555,-8.453555,0.0,1.71563,1.22071,0.0,851.248,2.710404,qmof-6111c69
3033.0,162.0,3.61,11.552,21.242,34.96,841.0,406.0,754.0,2436.0,4.0,24.0,1.9044,4.1952,-2.28,-3.58,-3.2,44.0,90.0,148.0,-4.0,2.48,4.46,6932.0,30.714,9.2416,16.9936,49.0,91.0,91.0,49.0,3.0,8.0,0.5625,0.855,138.38,116.972614,0.49,1.82,1.33,1.0,-1.0,-1.0,0.0,0.34,0.36,-3.9,-4.90711,-1.00711,11.8336,64.0,96.0,192.0,220.0,4.0,31.0,0.5329,2.2484,2.929125,28.09,119.78,239.56,302.307866,1.78,3.56,6.2625,4.0,8.0,22.5,-2.0,-4.25,-3.0,-0.08,-0.16,0.55,-12.0,-24.0,-23.91422,2297.34,0.271993,13.20664,0.0,16168.5,2.082149,qmof-d1d4e1b
8516.0,892.0,1.2996,35.2944,23.7576,48.8148,3600.0,4320.0,5880.0,6000.0,9.0,261.0,3.0276,12.354,-20.7,-10.58,-26.86,468.0,442.0,740.0,52.0,8.56,13.9,2596.0,10.6029,11.8336,4.386,64.0,24.0,56.0,48.66666667,1.0,3.083333333,0.5329,0.584608333,29.945,61.88064025,0.445,0.445,0.993333333,1.0,-1.0,-1.083333333,-2.0,-0.02,-0.01,-3.0,-3.0,-5.933925833,2.9584,16.0,14.0,28.0,24.0,1.0,3.0,0.133225,0.27375,0.28105,7.0225,20.94442075,21.995,29.945,0.5325,0.2225,0.445,2.25,0.5,1.0,0.0,0.0,-0.5,0.08,-0.01,-0.02,-1.3017775,-1.5,-3.0,0.0,2.55724,0.92667,0.0,536.857,2.380579,qmof-2695251
1342.0,112.0,2.7225,21.384,25.245,54.351,900.0,900.0,1080.0,1800.0,6.0,72.0,1.7161,6.0522,-6.36,-5.4,-13.14,90.0,144.0,300.0,6.0,3.24,8.24,3534.666667,17.98346667,10.1056,13.26,54.0,72.0,112.0,60.0,3.333333333,7.333333333,0.552633333,0.759733333,131.4566667,95.67333333,0.95,1.416666667,0.92,2.0,-2.0,0.0,-2.666666667,0.493333333,-0.04,-7.2,1.857186667,-6.6,10.1056,54.0,96.0,140.6666667,95.77777778,5.0,15.44444444,0.552633333,2.005722222,1.507166667,45.87,146.7444444,237.2929704,186.6340816,0.885555556,2.543333333,2.676666667,1.888888889,12.0,12.33333333,-1.444444444,1.111111111,0.222222222,-0.037777778,0.537777778,0.531111111,-6.566666667,-4.499948889,-5.199948889,0.0,1.41019,1.36257,23.161,1443.51,2.792378,qmof-bb40785
2734.0,146.0,2.8561,29.068,20.3645,24.5557,2304.0,1920.0,960.0,1632.0,5.0,55.0,2.1904,4.514,-8.75,-3.6,-6.08,200.0,220.0,206.0,14.0,4.35,3.63,2312.0,11.1801,11.8336,8.772,64.0,48.0,112.0,80.0,2.0,5.0,0.5329,1.093175,59.89,92.4090245,0.89,0.89,2.505,2.0,-2.0,-2.75,-2.25,-0.04,0.51,-6.0,-6.0,-2.860665,11.1856,60.25,79.5,134.5,169.0,3.75,15.0,0.5403,1.81475,1.9276,34.7575,122.605,196.9189555,170.902683,1.2575,2.94,1.9525,2.75,12.75,8.5,-2.0,0.5,0.5,-0.055,0.495,0.33,-8.925,-7.135665,-4.60711,0.0,2.14185,0.95653,0.0,594.784,2.709229,qmof-1a3aede
6574.0,408.0,2.19865,15.6004,17.3634,30.2976,1285.0,868.0,1478.5,1697.0,6.5,48.0,2.74,7.5352,-7.505,-6.085,-12.23,80.5,140.0,180.0,10.0,6.46,6.13,2158.0,8.7988,11.8336,2.9326,64.0,22.66666667,41.33333333,36.66666667,0.75,2.333333333,0.5329,0.444083333,23.54083333,46.90814025,0.294166667,0.370833333,0.770833333,-0.166666667,-0.75,-0.833333333,-1.5,-0.016666667,-2.78e-17,-2.675,-2.5,-4.433925833,3.369288889,42.66666667,81.77777778,60.44444444,46.22222222,2.0,4.888888889,0.234022222,0.536288889,0.508222222,48.06,81.48,74.50888889,94.76398533,-0.092222222,0.204444444,0.486666667,2.0,2.666666667,6.444444444,0.444444444,-0.222222222,0.0,0.06,0.046666667,0.182222222,2.466666667,0.466666667,2.442864444,0.0,2.31263,0.67393,0.0,599.095,2.754993,qmof-66e805a
2622.0,432.0,3.61,30.4,45.068,50.369,841.0,1073.0,1363.0,2262.0,9.0,110.0,1.9044,8.3766,-6.5,-6.62,-7.51,108.0,214.0,212.0,23.0,6.35,6.39,888.6666667,6.204,9.8176,15.00106667,52.33333333,80.66666667,108.8888889,77.77777778,2.888888889,6.444444444,0.555922222,0.9925,124.1444444,103.5528538,0.633333333,1.302222222,0.832222222,1.333333333,-1.333333333,-0.888888889,0.111111111,0.222222222,0.242222222,-4.8,-3.738073333,-0.238073333,6.737066667,36.0,52.66666667,76.22222222,59.11111111,2.0,3.111111111,0.368422222,0.875,0.615,30.58,68.39777778,93.22222222,53.44444444,0.306666667,0.415555556,0.108888889,0.666666667,0.888888889,0.222222222,-0.666666667,-0.888888889,-0.222222222,-0.013333333,-0.017777778,-0.004444444,-2.2,-3.066666667,-0.866666667,0.0,1.95605,0.82125,0.0,966.832,0.867602,qmof-7b550b5
